22:49:04.527 [main] INFO  com.tetris.Application - Start tetris application []
22:49:04.636 [main] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Slf4jLoggerProvider
22:49:04.698 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
22:49:04.698 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
22:49:04.714 [main] DEBUG o.h.i.internal.IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
22:49:05.026 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {5.4.1.Final}
22:49:05.026 [main] DEBUG org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
22:49:05.261 [main] DEBUG o.h.b.j.i.s.LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
22:49:05.261 [main] DEBUG o.h.b.j.i.s.LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
22:49:05.276 [main] DEBUG o.h.b.c.internal.JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
22:49:05.839 [main] DEBUG o.h.service.spi.ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
22:49:05.886 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
22:49:05.886 [main] DEBUG o.h.c.i.RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
22:49:05.948 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
22:49:09.214 [main] DEBUG o.h.p.c.AbstractCollectionPersister -  One-shot delete: delete from figure where figure_id=?
22:49:09.214 [main] DEBUG o.h.p.c.AbstractCollectionPersister - Static SQL for collection: com.tetris.database.entity.DbGame.figures
22:49:09.214 [main] DEBUG o.h.p.c.AbstractCollectionPersister -  Row insert: insert into figure (game_id, figure_id) values (?, ?)
22:49:09.214 [main] DEBUG o.h.p.c.AbstractCollectionPersister -  Row update: update figure set figure_id=? where game_id=? and figure_id=?
22:49:09.214 [main] DEBUG o.h.p.c.AbstractCollectionPersister -  Row delete: delete from figure where game_id=? and figure_id=?
22:49:09.214 [main] DEBUG o.h.p.c.AbstractCollectionPersister -  One-shot delete: delete from figure where game_id=?
22:49:09.229 [main] DEBUG o.h.p.entity.AbstractEntityPersister - Static SQL for entity: com.tetris.database.entity.DbMove
22:49:09.229 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Version select: select move_id from move where move_id =?
22:49:09.229 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Snapshot select: select dbmove_.move_id, dbmove_.game_id as game_id3_3_, dbmove_.move_name as move_nam2_3_ from move dbmove_ where dbmove_.move_id=?
22:49:09.245 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Insert 0: insert into move (game_id, move_name, move_id) values (?, ?, ?)
22:49:09.245 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Update 0: update move set game_id=?, move_name=? where move_id=?
22:49:09.245 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Delete 0: delete from move where move_id=?
22:49:09.323 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@878537d]
22:49:09.323 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : game
22:49:09.339 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@67001148]
22:49:09.339 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : moveName
22:49:09.354 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.386 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.401 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=com.tetris.database.entity.DbMove)
    - Returns
       - EntityReturnImpl(entity=com.tetris.database.entity.DbMove, querySpaceUid=<gen:0>, path=com.tetris.database.entity.DbMove)
          - EntityAttributeFetchImpl(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:1>, path=com.tetris.database.entity.DbMove.game)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.tetris.database.entity.DbMove)
          - SQL table alias mapping - dbmove0_
          - alias suffix - 0_
          - suffixed key columns - {move_id1_3_0_}

22:49:09.417 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity com.tetris.database.entity.DbMove [NONE]: select dbmove0_.move_id as move_id1_3_0_, dbmove0_.game_id as game_id3_3_0_, dbmove0_.move_name as move_nam2_3_0_ from move dbmove0_ where dbmove0_.move_id=?
22:49:09.417 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1e9804b9]
22:49:09.417 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : game
22:49:09.417 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@4e628b52]
22:49:09.417 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : moveName
22:49:09.417 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.417 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.417 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=com.tetris.database.entity.DbMove)
    - Returns
       - EntityReturnImpl(entity=com.tetris.database.entity.DbMove, querySpaceUid=<gen:0>, path=com.tetris.database.entity.DbMove)
          - EntityAttributeFetchImpl(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:1>, path=com.tetris.database.entity.DbMove.game)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.tetris.database.entity.DbMove)
          - SQL table alias mapping - dbmove0_
          - alias suffix - 0_
          - suffixed key columns - {move_id1_3_0_}

22:49:09.417 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity com.tetris.database.entity.DbMove [READ]: select dbmove0_.move_id as move_id1_3_0_, dbmove0_.game_id as game_id3_3_0_, dbmove0_.move_name as move_nam2_3_0_ from move dbmove0_ where dbmove0_.move_id=?
22:49:09.448 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_MERGE on entity com.tetris.database.entity.DbMove: select dbmove0_.move_id as move_id1_3_0_, dbmove0_.game_id as game_id3_3_0_, dbmove0_.move_name as move_nam2_3_0_ from move dbmove0_ where dbmove0_.move_id=?
22:49:09.448 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_REFRESH on entity com.tetris.database.entity.DbMove: select dbmove0_.move_id as move_id1_3_0_, dbmove0_.game_id as game_id3_3_0_, dbmove0_.move_name as move_nam2_3_0_ from move dbmove0_ where dbmove0_.move_id=?
22:49:09.448 [main] DEBUG o.h.p.entity.AbstractEntityPersister - Static SQL for entity: com.tetris.database.entity.DbGame
22:49:09.448 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Version select: select game_id from game where game_id =?
22:49:09.448 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Snapshot select: select dbgame_.game_id, dbgame_.game_status as game_sta2_2_ from game dbgame_ where dbgame_.game_id=?
22:49:09.448 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Insert 0: insert into game (game_status, game_id) values (?, ?)
22:49:09.448 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Update 0: update game set game_status=? where game_id=?
22:49:09.448 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Delete 0: delete from game where game_id=?
22:49:09.448 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@985696]
22:49:09.448 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : figures
22:49:09.448 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@35d3ab60]
22:49:09.448 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@56303475]
22:49:09.448 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : gameStatus
22:49:09.448 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : moves
22:49:09.448 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@5631962]
22:49:09.448 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@52a70627]
22:49:09.448 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.464 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.464 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=com.tetris.database.entity.DbGame)
    - Returns
       - EntityReturnImpl(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:0>, path=com.tetris.database.entity.DbGame)
          - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbGame.figures, querySpaceUid=<gen:1>, path=com.tetris.database.entity.DbGame.figures)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbFigureType, querySpaceUid=<gen:2>, path=com.tetris.database.entity.DbGame.figures.<elements>)
          - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbGame.moves, querySpaceUid=<gen:3>, path=com.tetris.database.entity.DbGame.moves)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbMove, querySpaceUid=<gen:4>, path=com.tetris.database.entity.DbGame.moves.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.tetris.database.entity.DbGame)
          - SQL table alias mapping - dbgame0_
          - alias suffix - 0_
          - suffixed key columns - {game_id1_2_0_}

22:49:09.464 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity com.tetris.database.entity.DbGame [NONE]: select dbgame0_.game_id as game_id1_2_0_, dbgame0_.game_status as game_sta2_2_0_ from game dbgame0_ where dbgame0_.game_id=?
22:49:09.464 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6124287a]
22:49:09.464 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : figures
22:49:09.464 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@4632cfc]
22:49:09.464 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@6e1f8469]
22:49:09.464 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : gameStatus
22:49:09.464 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : moves
22:49:09.464 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@2e380628]
22:49:09.464 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:4> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@3b6c624]
22:49:09.464 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.464 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.464 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=com.tetris.database.entity.DbGame)
    - Returns
       - EntityReturnImpl(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:0>, path=com.tetris.database.entity.DbGame)
          - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbGame.figures, querySpaceUid=<gen:1>, path=com.tetris.database.entity.DbGame.figures)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbFigureType, querySpaceUid=<gen:2>, path=com.tetris.database.entity.DbGame.figures.<elements>)
          - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbGame.moves, querySpaceUid=<gen:3>, path=com.tetris.database.entity.DbGame.moves)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbMove, querySpaceUid=<gen:4>, path=com.tetris.database.entity.DbGame.moves.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.tetris.database.entity.DbGame)
          - SQL table alias mapping - dbgame0_
          - alias suffix - 0_
          - suffixed key columns - {game_id1_2_0_}

22:49:09.464 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity com.tetris.database.entity.DbGame [READ]: select dbgame0_.game_id as game_id1_2_0_, dbgame0_.game_status as game_sta2_2_0_ from game dbgame0_ where dbgame0_.game_id=?
22:49:09.464 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_MERGE on entity com.tetris.database.entity.DbGame: select dbgame0_.game_id as game_id1_2_1_, dbgame0_.game_status as game_sta2_2_1_, figures1_.game_id as game_id1_0_3_, dbfigurety2_.figure_id as figure_i2_0_3_, dbfigurety2_.figure_id as figure_i1_1_0_, dbfigurety2_.figure_points as figure_p2_1_0_ from game dbgame0_ left outer join figure figures1_ on dbgame0_.game_id=figures1_.game_id left outer join figure_type dbfigurety2_ on figures1_.figure_id=dbfigurety2_.figure_id where dbgame0_.game_id=?
22:49:09.464 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_REFRESH on entity com.tetris.database.entity.DbGame: select dbgame0_.game_id as game_id1_2_1_, dbgame0_.game_status as game_sta2_2_1_, figures1_.game_id as game_id1_0_3_, dbfigurety2_.figure_id as figure_i2_0_3_, dbfigurety2_.figure_id as figure_i1_1_0_, dbfigurety2_.figure_points as figure_p2_1_0_ from game dbgame0_ left outer join figure figures1_ on dbgame0_.game_id=figures1_.game_id left outer join figure_type dbfigurety2_ on figures1_.figure_id=dbfigurety2_.figure_id where dbgame0_.game_id=?
22:49:09.479 [main] DEBUG o.h.p.entity.AbstractEntityPersister - Static SQL for entity: com.tetris.database.entity.DbFigureType
22:49:09.479 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Version select: select figure_id from figure_type where figure_id =?
22:49:09.479 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Snapshot select: select dbfigurety_.figure_id, dbfigurety_.figure_points as figure_p2_1_ from figure_type dbfigurety_ where dbfigurety_.figure_id=?
22:49:09.479 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Insert 0: insert into figure_type (figure_points, figure_id) values (?, ?)
22:49:09.479 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Update 0: update figure_type set figure_points=? where figure_id=?
22:49:09.495 [main] DEBUG o.h.p.entity.AbstractEntityPersister -  Delete 0: delete from figure_type where figure_id=?
22:49:09.495 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@51e0301d]
22:49:09.495 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : figure
22:49:09.495 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : games
22:49:09.495 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@770b3be0]
22:49:09.495 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@1eb6e1c]
22:49:09.495 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.495 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.495 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=com.tetris.database.entity.DbFigureType)
    - Returns
       - EntityReturnImpl(entity=com.tetris.database.entity.DbFigureType, querySpaceUid=<gen:0>, path=com.tetris.database.entity.DbFigureType)
          - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbFigureType.games, querySpaceUid=<gen:1>, path=com.tetris.database.entity.DbFigureType.games)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:2>, path=com.tetris.database.entity.DbFigureType.games.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.tetris.database.entity.DbFigureType)
          - SQL table alias mapping - dbfigurety0_
          - alias suffix - 0_
          - suffixed key columns - {figure_i1_1_0_}

22:49:09.495 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity com.tetris.database.entity.DbFigureType [NONE]: select dbfigurety0_.figure_id as figure_i1_1_0_, dbfigurety0_.figure_points as figure_p2_1_0_ from figure_type dbfigurety0_ where dbfigurety0_.figure_id=?
22:49:09.495 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@51dbd6e4]
22:49:09.495 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : figure
22:49:09.495 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : games
22:49:09.495 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@5f13be1]
22:49:09.495 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@5f303ecd]
22:49:09.495 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.495 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.495 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(entity=com.tetris.database.entity.DbFigureType)
    - Returns
       - EntityReturnImpl(entity=com.tetris.database.entity.DbFigureType, querySpaceUid=<gen:0>, path=com.tetris.database.entity.DbFigureType)
          - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbFigureType.games, querySpaceUid=<gen:1>, path=com.tetris.database.entity.DbFigureType.games)
             - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:2>, path=com.tetris.database.entity.DbFigureType.games.<elements>)
    - QuerySpaces
       - EntityQuerySpaceImpl(uid=<gen:0>, entity=com.tetris.database.entity.DbFigureType)
          - SQL table alias mapping - dbfigurety0_
          - alias suffix - 0_
          - suffixed key columns - {figure_i1_1_0_}

22:49:09.495 [main] DEBUG o.h.loader.entity.plan.EntityLoader - Static select for entity com.tetris.database.entity.DbFigureType [READ]: select dbfigurety0_.figure_id as figure_i1_1_0_, dbfigurety0_.figure_points as figure_p2_1_0_ from figure_type dbfigurety0_ where dbfigurety0_.figure_id=?
22:49:09.495 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_MERGE on entity com.tetris.database.entity.DbFigureType: select dbfigurety0_.figure_id as figure_i1_1_1_, dbfigurety0_.figure_points as figure_p2_1_1_, games1_.figure_id as figure_i2_0_3_, dbgame2_.game_id as game_id1_0_3_, dbgame2_.game_id as game_id1_2_0_, dbgame2_.game_status as game_sta2_2_0_ from figure_type dbfigurety0_ left outer join figure games1_ on dbfigurety0_.figure_id=games1_.figure_id left outer join game dbgame2_ on games1_.game_id=dbgame2_.game_id where dbfigurety0_.figure_id=?
22:49:09.511 [main] DEBUG org.hibernate.loader.Loader - Static select for action ACTION_REFRESH on entity com.tetris.database.entity.DbFigureType: select dbfigurety0_.figure_id as figure_i1_1_1_, dbfigurety0_.figure_points as figure_p2_1_1_, games1_.figure_id as figure_i2_0_3_, dbgame2_.game_id as game_id1_0_3_, dbgame2_.game_id as game_id1_2_0_, dbgame2_.game_status as game_sta2_2_0_ from figure_type dbfigurety0_ left outer join figure games1_ on dbfigurety0_.figure_id=games1_.figure_id left outer join game dbgame2_ on games1_.game_id=dbgame2_.game_id where dbfigurety0_.figure_id=?
22:49:09.511 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@15cea7b0]
22:49:09.511 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@17d2ed1b]
22:49:09.511 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : game
22:49:09.511 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : game
22:49:09.511 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : moveName
22:49:09.526 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.526 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.526 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(collection=com.tetris.database.entity.DbGame.moves)
    - Returns
       - CollectionReturnImpl(collection=com.tetris.database.entity.DbGame.moves, querySpaceUid=<gen:0>, path=[com.tetris.database.entity.DbGame.moves])
          - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbMove, querySpaceUid=<gen:1>, path=[com.tetris.database.entity.DbGame.moves].<elements>)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=com.tetris.database.entity.DbGame.moves)
          - SQL table alias mapping - moves0_
          - alias suffix - 0_
          - suffixed key columns - {game_id3_3_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - move_id1_3_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.tetris.database.entity.DbMove)
                - SQL table alias mapping - moves0_
                - alias suffix - 1_
                - suffixed key columns - {move_id1_3_1_}

22:49:09.526 [main] DEBUG o.h.l.c.plan.CollectionLoader - Static select for collection com.tetris.database.entity.DbGame.moves: select moves0_.game_id as game_id3_3_0_, moves0_.move_id as move_id1_3_0_, moves0_.move_id as move_id1_3_1_, moves0_.game_id as game_id3_3_1_, moves0_.move_name as move_nam2_3_1_ from move moves0_ where moves0_.game_id=?
22:49:09.526 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:0> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@5cd61783]
22:49:09.526 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:1> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@59429fac]
22:49:09.526 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : figures
22:49:09.526 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Property path deemed to be circular : figures
22:49:09.526 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : gameStatus
22:49:09.526 [main] DEBUG o.h.p.w.spi.MetamodelGraphWalker - Visiting attribute path : moves
22:49:09.526 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:2> -> org.hibernate.loader.plan.build.internal.spaces.CollectionQuerySpaceImpl@4ae263bf]
22:49:09.526 [main] DEBUG o.h.l.p.b.i.spaces.QuerySpacesImpl - Adding QuerySpace : uid = <gen:3> -> org.hibernate.loader.plan.build.internal.spaces.EntityQuerySpaceImpl@7103ab0]
22:49:09.526 [main] DEBUG o.h.l.p.b.i.FetchStyleLoadPlanBuildingAssociationVisitationStrategy - Building LoadPlan...
22:49:09.526 [main] DEBUG o.h.l.p.e.i.LoadQueryJoinAndFetchProcessor - processing queryspace <gen:0>
22:49:09.526 [main] DEBUG o.h.l.p.b.spi.LoadPlanTreePrinter - LoadPlan(collection=com.tetris.database.entity.DbFigureType.games)
    - Returns
       - CollectionReturnImpl(collection=com.tetris.database.entity.DbFigureType.games, querySpaceUid=<gen:0>, path=[com.tetris.database.entity.DbFigureType.games])
          - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbGame, querySpaceUid=<gen:1>, path=[com.tetris.database.entity.DbFigureType.games].<elements>)
             - CollectionAttributeFetchImpl(collection=com.tetris.database.entity.DbGame.moves, querySpaceUid=<gen:2>, path=[com.tetris.database.entity.DbFigureType.games].<elements>.moves)
                - (collection element) CollectionFetchableElementEntityGraph(entity=com.tetris.database.entity.DbMove, querySpaceUid=<gen:3>, path=[com.tetris.database.entity.DbFigureType.games].<elements>.moves.<elements>)
    - QuerySpaces
       - CollectionQuerySpaceImpl(uid=<gen:0>, collection=com.tetris.database.entity.DbFigureType.games)
          - SQL table alias mapping - games0_
          - alias suffix - 0_
          - suffixed key columns - {figure_i2_0_0_}
          - entity-element alias suffix - 1_
          - 1_entity-element suffixed key columns - game_id1_2_1_
          - JOIN (JoinDefinedByMetadata(elements)) : <gen:0> -> <gen:1>
             - EntityQuerySpaceImpl(uid=<gen:1>, entity=com.tetris.database.entity.DbGame)
                - SQL table alias mapping - dbgame1_
                - alias suffix - 1_
                - suffixed key columns - {game_id1_2_1_}

22:49:09.526 [main] DEBUG o.h.l.c.plan.CollectionLoader - Static select for collection com.tetris.database.entity.DbFigureType.games: select games0_.figure_id as figure_i2_0_0_, games0_.game_id as game_id1_0_0_, dbgame1_.game_id as game_id1_2_1_, dbgame1_.game_status as game_sta2_2_1_ from figure games0_ inner join game dbgame1_ on games0_.game_id=dbgame1_.game_id where games0_.figure_id=?
